GO;NS;enrichment;name;ratio_in_study;ratio_in_pop;p_uncorrected;depth;study_count;p_bonferroni;p_fdr_bh;study_items
GO:0040002;BP;e;collagen and cuticulin-based cuticle development;6/908;29/46923;1.67691E-05;4;6;0.061659917;0.000604509;172197.0, 172433.0, 173495.0, 177626.0, 178293.0, 179693.0
GO:0045138;BP;e;nematode male tail tip morphogenesis;9/908;78/46923;2.02304E-05;4;9;0.074387301;0.000722207;172433.0, 172802.0, 174367.0, 174687.0, 176374.0, 177855.0, 179671.0, 180040.0, 181271.0
GO:0007276;BP;e;gamete generation;5/908;19/46923;2.49053E-05;3;5;0.09157686;0.000872396;171888.0, 174367.0, 175801.0, 176373.0, 177533.0
GO:0040014;BP;e;regulation of multicellular organism growth;6/908;31/46923;2.51493E-05;5;6;0.092473936;0.000872396;172584.0, 173277.0, 175817.0, 176991.0, 179671.0, 266837.0
GO:0030036;BP;e;actin cytoskeleton organization;6/908;31/46923;2.51493E-05;6;6;0.092473936;0.000872396;174673.0, 179077.0, 179629.0, 180603.0, 180767.0, 181168.0
GO:0043518;BP;e;negative regulation of DNA damage response, signal transduction by p53 class mediator;4/908;10/46923;2.66556E-05;9;4;0.098012797;0.000910373;172775.0, 172910.0, 173072.0, 179358.0
GO:0007281;BP;e;germ cell development;7/908;46/46923;2.75417E-05;4;7;0.101270784;0.000910373;171888.0, 172687.0, 172920.0, 173149.0, 176702.0, 177540.0, 177595.0
GO:0018105;BP;e;peptidyl-serine phosphorylation;12/908;145/46923;2.7642E-05;8;12;0.101639811;0.000910373;172891.0, 172978.0, 174623.0, 175524.0, 176374.0, 176808.0, 176991.0, 177921.0, 178250.0, 179912.0, 180695.0, 3565407.0
GO:0006108;BP;e;malate metabolic process;3/908;4/46923;2.84724E-05;7;3;0.104692838;0.000910373;175936.0, 176059.0, 179041.0
GO:1902230;BP;e;negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage;3/908;4/46923;2.84724E-05;9;3;0.104692838;0.000910373;172775.0, 178840.0, 179358.0
GO:0031204;BP;e;post-translational protein targeting to membrane, translocation;3/908;4/46923;2.84724E-05;9;3;0.104692838;0.000910373;177027.0, 178407.0, 179510.0
GO:0060142;BP;e;regulation of syncytium formation by plasma membrane fusion;3/908;4/46923;2.84724E-05;5;3;0.104692838;0.000910373;176383.0, 177757.0, 180692.0
GO:0007042;BP;e;lysosomal lumen acidification;3/908;4/46923;2.84724E-05;10;3;0.104692838;0.000910373;174596.0, 176383.0, 3564970.0
GO:0006616;BP;e;SRP-dependent cotranslational protein targeting to membrane, translocation;3/908;4/46923;2.84724E-05;9;3;0.104692838;0.000910373;177027.0, 177902.0, 178407.0
GO:0006606;BP;e;protein import into nucleus;6/908;32/46923;3.04473E-05;8;6;0.111954675;0.000965127;171997.0, 172648.0, 175410.0, 176503.0, 177533.0, 3565440.0
GO:0040028;BP;e;regulation of vulval development;6/908;33/46923;3.66056E-05;4;6;0.13459883;0.001141656;171988.0, 174141.0, 175606.0, 176802.0, 177486.0, 181719.0
GO:0000226;BP;e;microtubule cytoskeleton organization;7/908;48/46923;3.66373E-05;6;7;0.134715406;0.001141656;172831.0, 173167.0, 175419.0, 175519.0, 176501.0, 179912.0, 190051.0
GO:2000114;BP;e;regulation of establishment of cell polarity;4/908;11/46923;4.12443E-05;5;4;0.151655194;0.001274413;171687.0, 176084.0, 180864.0, 266837.0
GO:0045167;BP;e;asymmetric protein localization involved in cell fate determination;5/908;21/46923;4.22066E-05;5;5;0.15519365;0.00129328;176808.0, 177084.0, 178113.0, 178250.0, 179912.0
GO:0006937;BP;e;regulation of muscle contraction;6/908;34/46923;4.3724E-05;6;6;0.160773205;0.001328704;173319.0, 177940.0, 179412.0, 179796.0, 180366.0, 181776.0
GO:0110039;BP;e;positive regulation of nematode male tail tip morphogenesis;6/908;35/46923;5.19092E-05;6;6;0.190870076;0.001564509;171943.0, 171944.0, 173072.0, 174233.0, 176808.0, 266820.0
GO:0006950;BP;e;response to stress;5/908;22/46923;5.37507E-05;2;5;0.197641337;0.00160684;174203.0, 176195.0, 178507.0, 178873.0, 180880.0
GO:0008104;BP;e;protein localization;8/908;69/46923;5.62307E-05;4;8;0.206760367;0.001667422;172687.0, 172891.0, 173167.0, 175440.0, 175606.0, 176201.0, 176373.0, 176434.0
GO:0042761;BP;e;very long-chain fatty acid biosynthetic process;4/908;12/46923;6.09171E-05;9;4;0.223992158;0.001763718;174140.0, 177321.0, 177787.0, 188513.0
GO:0019941;BP;e;modification-dependent protein catabolic process;4/908;12/46923;6.09171E-05;7;4;0.223992158;0.001763718;172910.0, 175413.0, 175840.0, 176718.0
GO:0000463;BP;e;maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);4/908;12/46923;6.09171E-05;11;4;0.223992158;0.001763718;171602.0, 172954.0, 176072.0, 176097.0
GO:0006338;BP;e;chromatin remodeling;11/908;134/46923;6.3678E-05;7;11;0.23414405;0.00182925;172079.0, 172802.0, 175571.0, 176380.0, 176802.0, 179022.0, 179999.0, 180176.0, 180326.0, 190954.0, 3565337.0
GO:0034514;BP;e;mitochondrial unfolded protein response;5/908;23/46923;6.75885E-05;7;5;0.24852297;0.001910737;172802.0, 174307.0, 175316.0, 178873.0, 185872.0
GO:0000413;BP;e;protein peptidyl-prolyl isomerization;5/908;23/46923;6.75885E-05;8;5;0.24852297;0.001910737;173160.0, 173374.0, 180027.0, 180028.0, 191634.0
GO:0010888;BP;e;negative regulation of lipid storage;3/908;5/46923;7.01522E-05;6;3;0.257949489;0.001910737;175410.0, 176863.0, 181370.0
GO:0034605;BP;e;cellular response to heat;3/908;5/46923;7.01522E-05;5;3;0.257949489;0.001910737;172981.0, 179971.0, 181271.0
GO:0042797;BP;e;tRNA transcription by RNA polymerase III;3/908;5/46923;7.01522E-05;11;3;0.257949489;0.001910737;171763.0, 172412.0, 174630.0
GO:0051296;BP;e;establishment of meiotic spindle orientation;3/908;5/46923;7.01522E-05;9;3;0.257949489;0.001910737;172041.0, 176179.0, 178614.0
GO:0070534;BP;e;protein K63-linked ubiquitination;3/908;5/46923;7.01522E-05;11;3;0.257949489;0.001910737;173347.0, 177073.0, 177486.0
GO:0010172;BP;e;embryonic body morphogenesis;6/908;37/46923;7.19419E-05;4;6;0.264530231;0.001945075;174685.0, 175440.0, 177757.0, 179077.0, 179629.0, 180603.0
GO:0043051;BP;e;regulation of nematode pharyngeal pumping;6/908;38/46923;8.40383E-05;7;6;0.309008914;0.00225554;171751.0, 171768.0, 172505.0, 174034.0, 178537.0, 266648.0
GO:0008286;BP;e;insulin receptor signaling pathway;4/908;13/46923;8.6642E-05;8;4;0.318582814;0.002308571;172981.0, 175410.0, 176991.0, 266845.0
GO:0017148;BP;e;negative regulation of translation;5/908;25/46923;0.000103352;10;5;0.380024084;0.002733986;175455.0, 175551.0, 175915.0, 176084.0, 190051.0
GO:0006396;BP;e;RNA processing;6/908;40/46923;0.000113068;7;6;0.415752545;0.002969661;172070.0, 174072.0, 174193.0, 175572.0, 176504.0, 178483.0
GO:0040017;BP;e;positive regulation of locomotion;7/908;58/46923;0.000126558;4;7;0.465352626;0.003300373;171751.0, 172520.0, 175126.0, 177089.0, 178291.0, 178458.0, 178537.0
GO:0006325;BP;e;chromatin organization;8/908;78/46923;0.000135368;6;8;0.4977483;0.003435475;172802.0, 176237.0, 176380.0, 176702.0, 176802.0, 179486.0, 190954.0, 3564807.0
GO:0097237;BP;e;cellular response to toxic substance;3/908;6/46923;0.000138279;4;3;0.508450302;0.003435475;174050.0, 177157.0, 177989.0
GO:0001956;BP;e;positive regulation of neurotransmitter secretion;3/908;6/46923;0.000138279;8;3;0.508450302;0.003435475;175807.0, 176257.0, 180692.0
GO:0006102;BP;e;isocitrate metabolic process;3/908;6/46923;0.000138279;7;3;0.508450302;0.003435475;172655.0, 175598.0, 177775.0
GO:0019430;BP;e;removal of superoxide radicals;3/908;6/46923;0.000138279;5;3;0.508450302;0.003435475;172632.0, 174141.0, 266858.0
GO:0051480;BP;e;regulation of cytosolic calcium ion concentration;3/908;6/46923;0.000138279;7;3;0.508450302;0.003435475;177004.0, 177089.0, 177795.0
GO:1904014;BP;e;response to serotonin;3/908;6/46923;0.000138279;6;3;0.508450302;0.003435475;172505.0, 172613.0, 179412.0
GO:0042395;BP;e;ecdysis, collagen and cuticulin-based cuticle;4/908;15/46923;0.000160378;3;4;0.589711578;0.003957796;172520.0, 174614.0, 178013.0, 180783.0
GO:0009949;BP;e;polarity specification of anterior/posterior axis;4/908;16/46923;0.000210565;4;4;0.774248612;0.005127474;173500.0, 176718.0, 178113.0, 179912.0
GO:0045727;BP;e;positive regulation of translation;4/908;16/46923;0.000210565;10;4;0.774248612;0.005127474;172070.0, 175680.0, 178845.0, 179999.0
GO:0090038;BP;e;negative regulation of protein kinase C signaling;3/908;7/46923;0.000238497;8;3;0.876953513;0.005769431;171687.0, 180864.0, 266837.0
GO:0046662;BP;e;regulation of egg-laying behavior;6/908;48/46923;0.00031705;5;6;1;0.007619568;171751.0, 172505.0, 174803.0, 176991.0, 177815.0, 178537.0
GO:0051453;BP;e;regulation of intracellular pH;4/908;18/46923;0.000343285;7;4;1;0.007857422;172613.0, 176338.0, 180692.0, 181526.0
GO:0000079;BP;e;regulation of cyclin-dependent protein serine/threonine kinase activity;4/908;18/46923;0.000343285;11;4;1;0.007857422;175757.0, 177965.0, 179107.0, 180040.0
GO:0001556;BP;e;oocyte maturation;4/908;18/46923;0.000343285;5;4;1;0.007857422;176374.0, 176755.0, 177965.0, 180040.0
GO:0043066;BP;e;negative regulation of apoptotic process;5/908;32/46923;0.000350237;6;5;1;0.007857422;172370.0, 172910.0, 173277.0, 174090.0, 180359.0
GO:0045901;BP;e;positive regulation of translational elongation;2/908;2/46923;0.000374051;11;2;1;0.007857422;174367.0, 176373.0
GO:0003384;BP;e;apical constriction involved in gastrulation;2/908;2/46923;0.000374051;6;2;1;0.007857422;173007.0, 177602.0
GO:0002182;BP;e;cytoplasmic translational elongation;2/908;2/46923;0.000374051;6;2;1;0.007857422;172401.0, 178297.0
GO:0045089;BP;e;positive regulation of innate immune response;2/908;2/46923;0.000374051;7;2;1;0.007857422;171997.0, 175587.0
GO:0033554;BP;e;cellular response to stress;2/908;2/46923;0.000374051;3;2;1;0.007857422;175573.0, 266858.0
GO:0006301;BP;e;postreplication repair;2/908;2/46923;0.000374051;8;2;1;0.007857422;173347.0, 177073.0
GO:0070262;BP;e;peptidyl-serine dephosphorylation;2/908;2/46923;0.000374051;7;2;1;0.007857422;177943.0, 3564807.0
GO:2000008;BP;e;regulation of protein localization to cell surface;2/908;2/46923;0.000374051;6;2;1;0.007857422;173347.0, 177073.0
GO:0017126;BP;e;nucleologenesis;2/908;2/46923;0.000374051;7;2;1;0.007857422;176084.0, 179999.0
GO:1905804;BP;e;positive regulation of cellular response to manganese ion;2/908;2/46923;0.000374051;5;2;1;0.007857422;176281.0, 177343.0
GO:0060456;BP;e;positive regulation of digestive system process;2/908;2/46923;0.000374051;6;2;1;0.007857422;177940.0, 179412.0
GO:0051046;BP;e;regulation of secretion;2/908;2/46923;0.000374051;5;2;1;0.007857422;175807.0, 177626.0
GO:0035148;BP;e;tube formation;2/908;2/46923;0.000374051;3;2;1;0.007857422;172174.0, 176793.0
GO:0002082;BP;e;regulation of oxidative phosphorylation;2/908;2/46923;0.000374051;8;2;1;0.007857422;171768.0, 174034.0
GO:1905909;BP;e;regulation of dauer entry;3/908;8/46923;0.000376096;8;3;1;0.007857422;172981.0, 175410.0, 180326.0
GO:1901800;BP;e;positive regulation of proteasomal protein catabolic process;3/908;8/46923;0.000376096;9;3;1;0.007857422;172238.0, 175925.0, 178988.0
GO:1903354;BP;e;regulation of distal tip cell migration;3/908;8/46923;0.000376096;6;3;1;0.007857422;173171.0, 176380.0, 266837.0
GO:0006636;BP;e;unsaturated fatty acid biosynthetic process;3/908;8/46923;0.000376096;9;3;1;0.007857422;177787.0, 178291.0, 178293.0
GO:0034608;BP;e;vulval location;3/908;8/46923;0.000376096;6;3;1;0.007857422;172610.0, 172978.0, 177943.0
GO:0030154;BP;e;cell differentiation;15/908;278/46923;0.000388306;3;15;1;0.008066677;171888.0, 173007.0, 173073.0, 173149.0, 173738.0, 174073.0, 174614.0, 174747.0, 175126.0, 175680.0, 176755.0, 177236.0, 177566.0, 179510.0, 180783.0
GO:0045892;BP;e;negative regulation of DNA-templated transcription;6/908;50/46923;0.000397338;9;6;1;0.008207924;172802.0, 175534.0, 177212.0, 178401.0, 181271.0, 266820.0
GO:0030866;BP;e;cortical actin cytoskeleton organization;4/908;19/46923;0.000428186;7;4;1;0.008698559;173007.0, 176434.0, 179534.0, 179535.0
GO:0046716;BP;e;muscle cell cellular homeostasis;4/908;19/46923;0.000428186;3;4;1;0.008698559;175126.0, 176122.0, 179077.0, 266820.0
GO:0030261;BP;e;chromosome condensation;4/908;19/46923;0.000428186;6;4;1;0.008698559;172242.0, 177390.0, 178866.0, 181545.0
GO:0006406;BP;e;mRNA export from nucleus;4/908;20/46923;0.000527063;9;4;1;0.010648406;174333.0, 175284.0, 177738.0, 178157.0
GO:0000209;BP;e;protein polyubiquitination;6/908;53/46923;0.000546565;10;6;1;0.010922383;171734.0, 175185.0, 175985.0, 176363.0, 177084.0, 178006.0
GO:0007155;BP;e;cell adhesion;6/908;53/46923;0.000546565;2;6;1;0.010922383;173007.0, 174006.0, 175410.0, 176060.0, 176430.0, 177482.0
GO:0006465;BP;e;signal peptide processing;3/908;9/46923;0.000556023;7;3;1;0.010933138;171876.0, 176703.0, 178013.0
GO:0035966;BP;e;response to topologically incorrect protein;3/908;9/46923;0.000556023;4;3;1;0.010933138;175541.0, 176195.0, 3565862.0
GO:0043068;BP;e;positive regulation of programmed cell death;3/908;9/46923;0.000556023;5;3;1;0.010933138;172216.0, 176257.0, 180692.0
GO:0000122;BP;e;negative regulation of transcription by RNA polymerase II;9/908;120/46923;0.000565368;10;9;1;0.01105776;172981.0, 175587.0, 176702.0, 177855.0, 179224.0, 181337.0, 266820.0, 266858.0, 3565767.0
GO:0030968;BP;e;endoplasmic reticulum unfolded protein response;6/908;56/46923;0.000736046;5;6;1;0.014319786;174203.0, 176512.0, 178997.0, 180724.0, 180880.0, 181669.0
GO:0010171;BP;e;body morphogenesis;4/908;22/46923;0.000771679;3;4;1;0.014915566;172433.0, 177366.0, 179629.0, 180783.0
GO:0006122;BP;e;mitochondrial electron transport, ubiquinol to cytochrome c;3/908;10/46923;0.000782895;8;3;1;0.014915566;174992.0, 259519.0, 266653.0
GO:0090325;BP;e;regulation of locomotion involved in locomotory behavior;3/908;10/46923;0.000782895;5;3;1;0.014915566;171956.0, 173347.0, 179412.0
GO:0007346;BP;e;regulation of mitotic cell cycle;3/908;10/46923;0.000782895;5;3;1;0.014915566;172687.0, 177658.0, 178113.0
GO:0006897;BP;e;endocytosis;8/908;102/46923;0.000844321;5;8;1;0.016002931;172520.0, 172891.0, 174233.0, 177089.0, 177943.0, 180843.0, 181577.0, 181644.0
GO:0016055;BP;e;Wnt signaling pathway;5/908;39/46923;0.000895652;6;5;1;0.016717327;172610.0, 172978.0, 173149.0, 175524.0, 176808.0
GO:0036503;BP;e;ERAD pathway;5/908;39/46923;0.000895652;8;5;1;0.016717327;172434.0, 174203.0, 178014.0, 178997.0, 180880.0
GO:0006816;BP;e;calcium ion transport;5/908;39/46923;0.000895652;7;5;1;0.016717327;176512.0, 177004.0, 177089.0, 177795.0, 178918.0
GO:0007029;BP;e;endoplasmic reticulum organization;3/908;11/46923;0.001061014;5;3;1;0.019395438;172208.0, 173335.0, 176609.0
GO:0035046;BP;e;pronuclear migration;3/908;11/46923;0.001061014;6;3;1;0.019395438;172034.0, 178113.0, 180040.0
GO:0045732;BP;e;positive regulation of protein catabolic process;3/908;11/46923;0.001061014;7;3;1;0.019395438;172291.0, 178250.0, 180843.0
GO:0044772;BP;e;mitotic cell cycle phase transition;3/908;11/46923;0.001061014;4;3;1;0.019395438;175757.0, 177965.0, 180040.0
GO:0034976;BP;e;response to endoplasmic reticulum stress;4/908;24/46923;0.001087087;4;4;1;0.019395438;172433.0, 175472.0, 175541.0, 180724.0
GO:0030163;BP;e;protein catabolic process;4/908;24/46923;0.001087087;5;4;1;0.019395438;172238.0, 173904.0, 175925.0, 178988.0
GO:1990748;BP;e;cellular detoxification;2/908;3/46923;0.001107708;2;2;1;0.019395438;176281.0, 177343.0
GO:0061837;BP;e;neuropeptide processing;2/908;3/46923;0.001107708;8;2;1;0.019395438;177940.0, 179412.0
GO:1900426;BP;e;positive regulation of defense response to bacterium;2/908;3/46923;0.001107708;7;2;1;0.019395438;172981.0, 173904.0
GO:0045905;BP;e;positive regulation of translational termination;2/908;3/46923;0.001107708;11;2;1;0.019395438;174367.0, 176373.0
GO:1905881;BP;e;positive regulation of oogenesis;2/908;3/46923;0.001107708;7;2;1;0.019395438;173073.0, 175572.0
GO:0006210;BP;e;thymine catabolic process;2/908;3/46923;0.001107708;9;2;1;0.019395438;174800.0, 180818.0
GO:0010591;BP;e;regulation of lamellipodium assembly;2/908;3/46923;0.001107708;8;2;1;0.019395438;174673.0, 181227.0
GO:0006935;BP;e;chemotaxis;6/908;62/46923;0.001263767;3;6;1;0.022023086;172051.0, 172505.0, 176991.0, 177943.0, 178537.0, 179971.0
GO:0007283;BP;e;spermatogenesis;6/908;63/46923;0.001374245;5;6;1;0.023518958;171768.0, 174034.0, 174747.0, 176380.0, 176755.0, 177855.0
GO:0007212;BP;e;dopamine receptor signaling pathway;3/908;12/46923;0.001394379;5;3;1;0.023518958;171751.0, 172505.0, 178537.0
GO:0048814;BP;e;regulation of dendrite morphogenesis;3/908;12/46923;0.001394379;9;3;1;0.023518958;172041.0, 176179.0, 177602.0
GO:0071028;BP;e;nuclear mRNA surveillance;3/908;12/46923;0.001394379;11;3;1;0.023518958;173073.0, 174333.0, 175572.0
GO:1900182;BP;e;positive regulation of protein localization to nucleus;3/908;12/46923;0.001394379;7;3;1;0.023518958;173904.0, 180326.0, 181271.0
GO:0022414;BP;e;reproductive process;3/908;12/46923;0.001394379;1;3;1;0.023518958;175757.0, 177965.0, 180040.0
GO:0045454;BP;e;cell redox homeostasis;3/908;12/46923;0.001394379;3;3;1;0.023518958;174844.0, 175573.0, 266858.0
GO:0006936;BP;e;muscle contraction;4/908;26/46923;0.00148329;4;4;1;0.024904378;172471.0, 173319.0, 181404.0, 259839.0
GO:0006006;BP;e;glucose metabolic process;3/908;13/46923;0.001786701;6;3;1;0.029198657;174603.0, 180601.0, 3565504.0
GO:0030728;BP;e;ovulation;3/908;13/46923;0.001786701;3;3;1;0.029198657;176383.0, 177017.0, 179510.0
GO:0030490;BP;e;maturation of SSU-rRNA;3/908;13/46923;0.001786701;10;3;1;0.029198657;174645.0, 176975.0, 190601.0
GO:0016925;BP;e;protein sumoylation;3/908;13/46923;0.001786701;9;3;1;0.029198657;174307.0, 266820.0, 3565767.0
GO:0034606;BP;e;response to hermaphrodite contact;3/908;13/46923;0.001786701;6;3;1;0.029198657;172610.0, 172978.0, 177943.0
GO:0006754;BP;e;ATP biosynthetic process;3/908;13/46923;0.001786701;11;3;1;0.029198657;172216.0, 172673.0, 180956.0
GO:0007015;BP;e;actin filament organization;5/908;46/46923;0.001908006;5;5;1;0.031043081;171986.0, 172174.0, 173319.0, 174233.0, 178458.0
GO:0006351;BP;e;DNA-templated transcription;13/908;264/46923;0.002092979;8;13;1;0.032956522;171763.0, 171877.0, 171997.0, 172412.0, 174630.0, 175015.0, 175056.0, 175240.0, 175660.0, 175817.0, 176380.0, 177190.0, 184886.0
GO:0001778;BP;e;plasma membrane repair;2/908;4/46923;0.002186944;6;2;1;0.032956522;174050.0, 177989.0
GO:0098792;BP;e;xenophagy;2/908;4/46923;0.002186944;6;2;1;0.032956522;174050.0, 177989.0
GO:1902882;BP;e;regulation of response to oxidative stress;2/908;4/46923;0.002186944;5;2;1;0.032956522;177486.0, 266858.0
GO:0006796;BP;e;phosphate-containing compound metabolic process;2/908;4/46923;0.002186944;4;2;1;0.032956522;177856.0, 178028.0
GO:1900075;BP;e;positive regulation of neuromuscular synaptic transmission;2/908;4/46923;0.002186944;8;2;1;0.032956522;172981.0, 175410.0
GO:0000054;BP;e;ribosomal subunit export from nucleus;2/908;4/46923;0.002186944;8;2;1;0.032956522;173169.0, 176503.0
GO:0006101;BP;e;citrate metabolic process;2/908;4/46923;0.002186944;7;2;1;0.032956522;176437.0, 181324.0
GO:0006144;BP;e;purine nucleobase metabolic process;2/908;4/46923;0.002186944;7;2;1;0.032956522;178028.0, 178834.0
GO:0042307;BP;e;positive regulation of protein import into nucleus;2/908;4/46923;0.002186944;10;2;1;0.032956522;171751.0, 174307.0
GO:0072375;BP;e;medium-term memory;2/908;4/46923;0.002186944;7;2;1;0.032956522;177921.0, 180864.0
GO:0000055;BP;e;ribosomal large subunit export from nucleus;2/908;4/46923;0.002186944;9;2;1;0.032956522;179160.0, 186322.0
GO:0006605;BP;e;protein targeting;2/908;4/46923;0.002186944;6;2;1;0.032956522;179510.0, 179691.0
GO:0030241;BP;e;skeletal muscle myosin thick filament assembly;2/908;4/46923;0.002186944;10;2;1;0.032956522;178458.0, 259839.0
GO:0051445;BP;e;regulation of meiotic cell cycle;2/908;4/46923;0.002186944;5;2;1;0.032956522;172773.0, 180040.0
GO:0006446;BP;e;regulation of translational initiation;2/908;4/46923;0.002186944;10;2;1;0.032956522;175138.0, 179779.0
GO:0045048;BP;e;protein insertion into ER membrane;2/908;4/46923;0.002186944;8;2;1;0.032956522;174054.0, 177902.0
GO:0071248;BP;e;cellular response to metal ion;2/908;4/46923;0.002186944;5;2;1;0.032956522;175587.0, 179060.0
GO:0043052;BP;e;thermotaxis;3/908;14/46923;0.002241408;4;3;1;0.033367032;173205.0, 177943.0, 178537.0
GO:0030148;BP;e;sphingolipid biosynthetic process;3/908;14/46923;0.002241408;7;3;1;0.033367032;177321.0, 177787.0, 188513.0
GO:0048599;BP;e;oocyte development;3/908;14/46923;0.002241408;5;3;1;0.033367032;174675.0, 175801.0, 177779.0
GO:0000045;BP;e;autophagosome assembly;4/908;30/46923;0.002557712;7;4;1;0.037769907;174050.0, 177989.0, 178620.0, 180695.0
GO:0042659;BP;e;regulation of cell fate specification;4/908;30/46923;0.002557712;5;4;1;0.037769907;177486.0, 181337.0, 181504.0, 181719.0
GO:0006383;BP;e;transcription by RNA polymerase III;3/908;15/46923;0.002761665;9;3;1;0.040618573;172412.0, 175660.0, 184886.0
GO:0030421;BP;e;defecation;4/908;31/46923;0.002892148;4;4;1;0.042368238;171768.0, 174034.0, 178997.0, 266648.0
GO:0031146;BP;e;SCF-dependent proteasomal ubiquitin-dependent protein catabolic process;4/908;32/46923;0.003255278;10;4;1;0.04749864;172773.0, 172775.0, 178839.0, 178840.0
GO:0016477;BP;e;cell migration;5/908;52/46923;0.003289866;3;5;1;0.047813586;171988.0, 173007.0, 175126.0, 178458.0, 178614.0
GO:0040032;BP;e;post-embryonic body morphogenesis;3/908;16/46923;0.003350381;4;3;1;0.048311175;172197.0, 174330.0, 179040.0
GO:0006898;BP;e;receptor-mediated endocytosis;3/908;16/46923;0.003350381;6;3;1;0.048311175;171601.0, 176434.0, 181644.0
GO:0016310;BP;e;phosphorylation;19/908;475/46923;0.003534445;5;19;1;0.049001306;172891.0, 172939.0, 172978.0, 173149.0, 174623.0, 175410.0, 175524.0, 175863.0, 176374.0, 176808.0, 176991.0, 177921.0, 178028.0, 178250.0, 179912.0, 180695.0, 180986.0, 3565407.0, 3565679.0
GO:0032970;BP;e;regulation of actin filament-based process;2/908;5/46923;0.003598138;4;2;1;0.049001306;174233.0, 178458.0
GO:1902474;BP;e;positive regulation of protein localization to synapse;2/908;5/46923;0.003598138;7;2;1;0.049001306;171751.0, 171988.0
GO:0048566;BP;e;embryonic digestive tract development;2/908;5/46923;0.003598138;5;2;1;0.049001306;177343.0, 177422.0
GO:0006090;BP;e;pyruvate metabolic process;2/908;5/46923;0.003598138;7;2;1;0.049001306;179945.0, 3565996.0
GO:0050891;BP;e;multicellular organismal-level water homeostasis;2/908;5/46923;0.003598138;4;2;1;0.049001306;176512.0, 177626.0
GO:0030838;BP;e;positive regulation of actin filament polymerization;2/908;5/46923;0.003598138;11;2;1;0.049001306;171988.0, 178640.0
GO:0042407;BP;e;cristae formation;2/908;5/46923;0.003598138;8;2;1;0.049001306;171638.0, 175243.0
GO:0045807;BP;e;positive regulation of endocytosis;2/908;5/46923;0.003598138;7;2;1;0.049001306;175606.0, 177089.0
GO:0042256;BP;e;cytosolic ribosome assembly;2/908;5/46923;0.003598138;8;2;1;0.049001306;173169.0, 175441.0
GO:0006107;BP;e;oxaloacetate metabolic process;2/908;5/46923;0.003598138;7;2;1;0.049001306;172556.0, 179041.0
GO:0030388;BP;e;fructose 1,6-bisphosphate metabolic process;2/908;5/46923;0.003598138;5;2;1;0.049001306;175827.0, 176788.0
GO:0009996;BP;e;negative regulation of cell fate specification;2/908;5/46923;0.003598138;7;2;1;0.049001306;177212.0, 190954.0
GO:0035195;BP;e;miRNA-mediated post-transcriptional gene silencing;2/908;5/46923;0.003598138;11;2;1;0.049001306;173169.0, 173811.0
GO:0001731;BP;e;formation of translation preinitiation complex;2/908;5/46923;0.003598138;7;2;1;0.049001306;171792.0, 172584.0
